titles,rooms,areas,floors,renovations,materials,prices,addresses,lifts,securities,internets,playgrounds,sewerages,bathrooms,video_monitor,parking_spaces,air_conditions,furnitures
3-комнатная квартира на продажу,3,68 м²,5/9,Средний,Монолитный,75 000 у.е.,"город Ташкент, Юнусабадский район, массив Киёт",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,52 м²,5/5,Средний,Кирпичный,51 000 у.е.,"город Ташкент, Учтепинский район, махаллинский сход граждан Ватан",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,48 м²,3/4,Евроремонт,Панельный,67 000 у.е.,"город Ташкент, Чиланзарский район, 2-й квартал",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,56 м²,3/16,Средний,Монолитный,58 000 у.е.,"город Ташкент, Янгихаётский район, жилой комплекс Янгидархон-2",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,Видеонаблюдение,Парковочное место,Кондиционер,Мебель
2-комнатная квартира на продажу,2,46.67 м²,1/3,Средний,Кирпичный,46 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,75.4 м²,3/5,Средний,Панельный,105 000 у.е.,"город Ташкент, Мирзо-Улугбекский район, 6-й квартал",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,No air_condition,Мебель
2-комнатная квартира на продажу,2,55 м²,2/2,Средний,Кирпичный,42 500 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Жаркургон, улица Джаркурган",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,46 м²,4/4,Средний,Панельный,56 000 у.е.,"город Ташкент, Учтепинский район, жилой комплекс Фарход",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,50 м²,1/2,Требует ремонта,Кирпичный,45 000 у.е.,"город Ташкент, Яшнободский район, массив Авиагородок-22",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,35 м²,7/9,Евроремонт,Кирпичный,80 000 у.е.,"город Ташкент, Юнусабадский район, массив Ц-2, тупик улица Алай Бозори",Лифт,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,Кондиционер,Мебель
4-комнатная квартира на продажу,4,95 м²,5/9,Евроремонт,Панельный,80 000 у.е.,"город Ташкент, Сергелийский район, махаллинский сход граждан Эзгулик",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
4-комнатная квартира на продажу,4,95 м²,5/9,Евроремонт,Панельный,80 000 у.е.,"город Ташкент, Сергелийский район, махаллинский сход граждан Эзгулик",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
3-комнатная квартира на продажу,3,80 м²,4/5,Авторский проект,Панельный,88 000 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,38 м²,1/5,Средний,Кирпичный,48 500 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,35 м²,4/4,Средний,Кирпичный,36 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,30 м²,2/4,Требует ремонта,Кирпичный,36 500 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,38 м²,5/5,Средний,Кирпичный,40 500 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,33.23 м²,2/3,Средний,Кирпичный,36 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,30 м²,3/5,Средний,Кирпичный,38 000 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,61 м²,5/5,Авторский проект,Панельный,57 500 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,80 м²,1/5,Средний,Панельный,82 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,70 м²,4/9,Средний,Панельный,85 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,30 м²,2/3,Средний,Кирпичный,36 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Биродарлик, улица Гейдара Алиева",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,70 м²,6/9,Средний,Панельный,80 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Айбек, улица Саида Барака",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
2-комнатная квартира на продажу,2,48 м²,1/2,Авторский проект,Кирпичный,52 500 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,55 м²,2/4,Требует ремонта,Кирпичный,51 400 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,78 м²,5/5,Авторский проект,Панельный,72 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,80 м²,2/4,Евроремонт,Кирпичный,178 000 у.е.,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Бешкапа, улица Буюк Ипак Йули",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,58 м²,3/9,Евроремонт,Панельный,97 000 у.е.,"город Ташкент, Юнусабадский район, махаллинский сход граждан Буюк Туран, улица Осиё",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,60.08 м²,2/9,Требует ремонта,Панельный,61 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Истиклол",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,55 м²,2/2,Авторский проект,Кирпичный,42 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,71 м²,4/4,Евроремонт,Кирпичный,87 000 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта Домбрабад, улица Наккашлык",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,38 м²,5/5,Средний,Панельный,45 600 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,72 м²,2/4,Требует ремонта,Кирпичный,65 000 у.е.,"город Ташкент, Сергелийский район, махаллинский сход граждан Олтинводий, улица Олтинводий",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,68 м²,3/4,Средний,Кирпичный,69 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,46.67 м²,1/3,Средний,Кирпичный,46 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
4-комнатная квартира на продажу,4,95 м²,5/9,Евроремонт,Панельный,80 000 у.е.,"город Ташкент, Сергелийский район, махаллинский сход граждан Эзгулик",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
3-комнатная квартира на продажу,3,86 м²,3/3,Требует ремонта,Кирпичный,65 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Биродарлик, улица Гейдара Алиева",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,57 м²,3/5,Евроремонт,Кирпичный,73 000 у.е.,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Минглола",no lift,No security,Интернет,No playground,Канализация,Санузел раздельный,No video_monitor,No parking_space,Кондиционер,Мебель
3-комнатная квартира на продажу,3,85.66 м²,1/5,Средний,Панельный,70 000 у.е.,"город Ташкент, Сергелийский район, махалля Олтин Водий, 2-й тупик Олтинводий",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,30 м²,5/5,Авторский проект,Кирпичный,27 500 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,34 м²,2/2,Авторский проект,Кирпичный,38 500 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,42 м²,9/12,Черновая отделка,Блочный,42 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",Лифт,Охрана,No internet,Детская площадка,Канализация,No bathroom,Видеонаблюдение,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,80 м²,5/5,Авторский проект,Панельный,70 500 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Банокатий, улица Сарыкуль",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,40 м²,2/4,Средний,Панельный,46 500 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Сайхун",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,60 м²,8/8,Евроремонт,Кирпичный,50 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Хосиятли, улица Иззат",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
4-комнатная квартира на продажу,4,90 м²,3/5,Авторский проект,Панельный,80 500 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,34 м²,3/4,Средний,Кирпичный,41 500 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Банокатий, улица Сарыкуль",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,51 м²,3/3,Авторский проект,Кирпичный,89 999 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Байкурган, улица Насаф",no lift,No security,Интернет,Детская площадка,Канализация,No bathroom,No video_monitor,Парковочное место,Кондиционер,Мебель
3-комнатная квартира на продажу,3,72 м²,4/4,Евроремонт,Кирпичный,74 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Банокатий, улица Сарыкуль",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,30 м²,2/3,Средний,Кирпичный,36 500 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Биродарлик, улица Гейдара Алиева",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,68 м²,3/4,Средний,Кирпичный,67 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,38 м²,2/5,Средний,Панельный,46 500 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Сайхун",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,40 м²,2/2,Евроремонт,Кирпичный,42 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,70 м²,6/9,Средний,Панельный,80 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Айбек, улица Саида Барака",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
2-комнатная квартира на продажу,2,42 м²,2/4,Средний,Кирпичный,39 900 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,50 м²,4/4,Средний,Панельный,55 000 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катартал",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,70 м²,1/9,Авторский проект,Панельный,83 500 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,60 м²,4/4,Авторский проект,Кирпичный,58 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Абдурауф Фитрат, улица Таллимаржон",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,55 м²,2/2,Средний,Кирпичный,42 500 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,60.08 м²,2/9,Требует ремонта,Панельный,61 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Истиклол",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,70 м²,6/9,Средний,Панельный,80 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Айбек, улица Саида Барака",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
3-комнатная квартира на продажу,3,50 м²,1/2,Требует ремонта,Кирпичный,45 000 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,55 м²,2/4,Средний,Кирпичный,51 400 у.е.,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,38 м²,5/5,Авторский проект,Панельный,45 600 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,27 м²,4/4,Средний,Кирпичный,40 000 у.е.,"город Ташкент, Чиланзарский район, 1-й квартал, улица Лабихавуз",no lift,No security,No internet,No playground,Канализация,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
1-комнатная квартира на продажу,1,18 м²,1/5,Евроремонт,Кирпичный,27 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
4-комнатная квартира на продажу,4,95 м²,5/9,Евроремонт,Панельный,80 000 у.е.,"город Ташкент, Сергелийский район, махаллинский сход граждан Эзгулик",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
4-комнатная квартира на продажу,4,92 м²,3/5,Авторский проект,Панельный,83 500 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,72 м²,8/9,Средний,Другое,79 900 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Семург",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,No parking_space,Кондиционер,Мебель
4-комнатная квартира на продажу,4,95 м²,3/9,Средний,Панельный,160 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Лолазар, улица Айбека",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,78 м²,2/4,Евроремонт,Кирпичный,128 000 у.е.,"город Ташкент, Мирзо-Улугбекский район, массив Алай, улица Олой Бозори",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,78 м²,5/5,Требует ремонта,Панельный,65 000 у.е.,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Аль-Фараби, улица Ахмада Югнаки",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,60.08 м²,2/9,Требует ремонта,Панельный,61 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Истиклол",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,63 м²,9/9,Средний,Панельный,62 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Семург",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,75 м²,3/9,Евроремонт,Блочный,135 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Фаровон, улица Мирабад",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,50 м²,3/4,Евроремонт,Панельный,63 350 у.е.,"город Ташкент, Учтепинский район, 14-й квартал",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,No air_condition,No furniture
2-комнатная квартира на продажу,2,50 м²,1/4,Евроремонт,Панельный,69 950 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кутарма",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
2-комнатная квартира на продажу,2,50 м²,3/4,Евроремонт,Панельный,66 350 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
1-комнатная квартира на продажу,1,42 м²,9/12,Черновая отделка,Блочный,42 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",Лифт,Охрана,No internet,Детская площадка,Канализация,No bathroom,Видеонаблюдение,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,115 м²,7/9,Евроремонт,Монолитный,126 000 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Бешчинар",1,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
3-комнатная квартира на продажу,3,70 м²,4/4,Средний,Панельный,65 777 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кутарма",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,No furniture
2-комнатная квартира на продажу,2,50 м²,3/4,Евроремонт,Панельный,68 250 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
2-комнатная квартира на продажу,2,80 м²,2/4,Средний,Кирпичный,113 000 у.е.,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Шайхонтохур",no lift,No security,No internet,Детская площадка,No sewerage,Санузел раздельный,No video_monitor,No parking_space,No air_condition,Мебель
2-комнатная квартира на продажу,2,56.7 м²,2/4,Средний,Панельный,37 000 у.е.,"Ташкентская область, Чирчик, проспект Амира Темура",no lift,No security,Интернет,Детская площадка,Канализация,No bathroom,No video_monitor,No parking_space,No air_condition,Мебель
2-комнатная квартира на продажу,2,46.67 м²,1/3,Средний,Кирпичный,46 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",no lift,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,70 м²,6/9,Средний,Панельный,80 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Айбек, улица Саида Барака",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
4-комнатная квартира на продажу,4,182 м²,7/7,Евроремонт,Кирпичный,500 000 у.е.,"город Ташкент, Мирабадский район, махаллинский сход граждан Мингурик, улица Тараса Шевченко",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
4-комнатная квартира на продажу,4,92 м²,2/5,Евроремонт,Панельный,88 000 у.е.,"город Ташкент, Сергелийский район, махаллинский сход граждан Саховат",no lift,No security,Интернет,Детская площадка,Канализация,No bathroom,No video_monitor,No parking_space,Кондиционер,Мебель
4-комнатная квартира на продажу,4,103 м²,4/9,Евроремонт,Панельный,157 000 у.е.,"город Ташкент, Юнусабадский район, махаллинский сход граждан Буюк Туран, проспект Амира Темура",1,No security,No internet,No playground,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
2-комнатная квартира на продажу,2,46 м²,1/4,Требует ремонта,Панельный,55 000 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта-Казирабад",no lift,No security,No internet,Детская площадка,No sewerage,No bathroom,No video_monitor,No parking_space,No air_condition,No furniture
4-комнатная квартира на продажу,4,111 м²,2/9,Средний,Кирпичный,88 000 у.е.,"город Ташкент, Алмазарский район, махаллинский сход граждан Зиё, улица Талабалар",Лифт,No security,No internet,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
1-комнатная квартира на продажу,1,42 м²,9/12,Черновая отделка,Блочный,42 000 у.е.,"город Ташкент, Яшнободский район, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",Лифт,Охрана,No internet,Детская площадка,Канализация,No bathroom,Видеонаблюдение,No parking_space,No air_condition,No furniture
3-комнатная квартира на продажу,3,64.8 м²,3/4,Средний,Кирпичный,85 000 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катартал",no lift,No security,No internet,Детская площадка,Канализация,No bathroom,No video_monitor,Парковочное место,No air_condition,Мебель
4-комнатная квартира на продажу,4,82 м²,2/4,Средний,Кирпичный,140 000 у.е.,"город Ташкент, Яккасарайский район, махаллинский сход граждан Беларык, улица Ракат",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,No furniture
2-комнатная квартира на продажу,2,53 м²,2/4,Евроремонт,Панельный,68 555 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катартал",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
2-комнатная квартира на продажу,2,50 м²,3/4,Евроремонт,Панельный,59 350 у.е.,"город Ташкент, Учтепинский район, жилой комплекс Фарход",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,No air_condition,Мебель
2-комнатная квартира на продажу,2,53 м²,2/4,Средний,Панельный,64 999 у.е.,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кутарма",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
4-комнатная квартира на продажу,4,95 м²,5/9,Евроремонт,Панельный,80 000 у.е.,"город Ташкент, Сергелийский район, махаллинский сход граждан Эзгулик",Лифт,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
2-комнатная квартира на продажу,2,50 м²,2/4,Средний,Панельный,63 999 у.е.,"город Ташкент, Учтепинский район, махаллинский сход граждан Кургантепа",no lift,No security,Интернет,Детская площадка,Канализация,Санузел раздельный,No video_monitor,Парковочное место,Кондиционер,Мебель
